2022-05-18 14:05:377 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:333 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:276 INFO  HomePage :38 - Clicking on WomenHeader: [[ChromeDriver: chrome on WINDOWS (957aa728eb42e8369af1a93e916729ee)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-18 20:05:778 INFO  WomenCategoryPage :56 - Clicking on Blouse: [[ChromeDriver: chrome on WINDOWS (957aa728eb42e8369af1a93e916729ee)] -> xpath: //body/div[@id='page']/div[2]/div[1]/div[3]/div[2]/ul[1]/li[2]/div[1]/div[2]/h5[1]/a[1]]
2022-05-18 20:05:815 INFO  ProductPage :72 - Clearing the Quantity: [[ChromeDriver: chrome on WINDOWS (957aa728eb42e8369af1a93e916729ee)] -> xpath: //input[@id='quantity_wanted']]
2022-05-18 20:05:237 INFO  ProductPage :78 - Enter Quantity: 2[[ChromeDriver: chrome on WINDOWS (957aa728eb42e8369af1a93e916729ee)] -> xpath: //input[@id='quantity_wanted']]
2022-05-18 20:05:520 INFO  ProductPage :83 - Selecting Size: M from dropdown [[ChromeDriver: chrome on WINDOWS (957aa728eb42e8369af1a93e916729ee)] -> xpath: //select[@id='group_1']]
2022-05-18 20:05:771 INFO  ProductPage :93 - Clicking on AddToCart: [[ChromeDriver: chrome on WINDOWS (957aa728eb42e8369af1a93e916729ee)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-18 20:05:839 INFO  ProductPage :102 - getting Product Added To CartMessage from: [[ChromeDriver: chrome on WINDOWS (957aa728eb42e8369af1a93e916729ee)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-18 20:05:895 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:880 INFO  HomePage :38 - Clicking on WomenHeader: [[ChromeDriver: chrome on WINDOWS (22fc5df4b46d065c426551b6e53c678f)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-18 20:05:497 INFO  WomenCategoryPage :60 - Clicking on Printed Dress: [[ChromeDriver: chrome on WINDOWS (22fc5df4b46d065c426551b6e53c678f)] -> xpath: //body/div[@id='page']/div[2]/div[1]/div[3]/div[2]/ul[1]/li[1]/div[1]/div[2]/h5[1]/a[1]]
2022-05-18 20:05:707 INFO  ProductPage :72 - Clearing the Quantity: [[ChromeDriver: chrome on WINDOWS (22fc5df4b46d065c426551b6e53c678f)] -> xpath: //input[@id='quantity_wanted']]
2022-05-18 20:05:958 INFO  ProductPage :78 - Enter Quantity: 3[[ChromeDriver: chrome on WINDOWS (22fc5df4b46d065c426551b6e53c678f)] -> xpath: //input[@id='quantity_wanted']]
2022-05-18 20:05:488 INFO  ProductPage :83 - Selecting Size: L from dropdown [[ChromeDriver: chrome on WINDOWS (22fc5df4b46d065c426551b6e53c678f)] -> xpath: //select[@id='group_1']]
2022-05-18 20:05:983 INFO  ProductPage :93 - Clicking on AddToCart: [[ChromeDriver: chrome on WINDOWS (22fc5df4b46d065c426551b6e53c678f)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-18 20:05:87 INFO  ProductPage :102 - getting Product Added To CartMessage from: [[ChromeDriver: chrome on WINDOWS (22fc5df4b46d065c426551b6e53c678f)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-18 20:05:753 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:855 INFO  HomePage :38 - Clicking on WomenHeader: [[ChromeDriver: chrome on WINDOWS (9cf4655a405b24a9b302d037d68abcea)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-18 20:05:877 INFO  WomenCategoryPage :65 - Clicking on Printed Chiffon Dress: [[ChromeDriver: chrome on WINDOWS (9cf4655a405b24a9b302d037d68abcea)] -> xpath: //a[contains(text(),'Printed Chiffon Dress')]]
2022-05-18 20:05:68 INFO  ProductPage :72 - Clearing the Quantity: [[ChromeDriver: chrome on WINDOWS (9cf4655a405b24a9b302d037d68abcea)] -> xpath: //input[@id='quantity_wanted']]
2022-05-18 20:05:663 INFO  ProductPage :78 - Enter Quantity: 4[[ChromeDriver: chrome on WINDOWS (9cf4655a405b24a9b302d037d68abcea)] -> xpath: //input[@id='quantity_wanted']]
2022-05-18 20:05:13 INFO  ProductPage :83 - Selecting Size: S from dropdown [[ChromeDriver: chrome on WINDOWS (9cf4655a405b24a9b302d037d68abcea)] -> xpath: //select[@id='group_1']]
2022-05-18 20:05:685 INFO  ProductPage :93 - Clicking on AddToCart: [[ChromeDriver: chrome on WINDOWS (9cf4655a405b24a9b302d037d68abcea)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-18 20:05:87 INFO  ProductPage :102 - getting Product Added To CartMessage from: [[ChromeDriver: chrome on WINDOWS (9cf4655a405b24a9b302d037d68abcea)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-18 20:05:654 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:601 INFO  HomePage :38 - Clicking on WomenHeader: [[ChromeDriver: chrome on WINDOWS (efd6d7e4ebd8edda9f57a89868d00b47)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-18 20:05:508 INFO  WomenCategoryPage :69 - Clicking on Printed Summer Dress with Price tag $28.98: [[ChromeDriver: chrome on WINDOWS (efd6d7e4ebd8edda9f57a89868d00b47)] -> xpath: //body/div[@id='page']/div[2]/div[1]/div[3]/div[2]/ul[1]/li[3]/div[1]/div[2]/h5[1]/a[1]]
2022-05-18 20:05:969 INFO  ProductPage :72 - Clearing the Quantity: Proxy element for: DefaultElementLocator 'By.xpath: //input[@id='quantity_wanted']'
2022-05-18 20:05:656 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:715 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:972 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:587 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:316 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:89 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:676 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:246 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:247 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:429 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (13644c0c02438c3798e54c57273aeee5)] -> xpath: //a[@class='login']]
2022-05-18 20:05:512 INFO  SignInPage :52 - Enter email:  to email field [[ChromeDriver: chrome on WINDOWS (13644c0c02438c3798e54c57273aeee5)] -> xpath: //input[@id='email']]
2022-05-18 20:05:629 INFO  SignInPage :55 - Enter Password: 123456 to password field [[ChromeDriver: chrome on WINDOWS (13644c0c02438c3798e54c57273aeee5)] -> xpath: //input[@id='passwd']]
2022-05-18 20:05:445 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (13644c0c02438c3798e54c57273aeee5)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-18 20:05:785 INFO  SignInPage :81 - getting Error text from: [[ChromeDriver: chrome on WINDOWS (13644c0c02438c3798e54c57273aeee5)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-18 20:05:902 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:750 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (72fd7f71a5184710cd8a936fa7c68d86)] -> xpath: //a[@class='login']]
2022-05-18 20:05:207 INFO  SignInPage :52 - Enter email: abcd@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (72fd7f71a5184710cd8a936fa7c68d86)] -> xpath: //input[@id='email']]
2022-05-18 20:05:300 INFO  SignInPage :55 - Enter Password:  to password field [[ChromeDriver: chrome on WINDOWS (72fd7f71a5184710cd8a936fa7c68d86)] -> xpath: //input[@id='passwd']]
2022-05-18 20:05:20 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (72fd7f71a5184710cd8a936fa7c68d86)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-18 20:05:85 INFO  SignInPage :81 - getting Error text from: [[ChromeDriver: chrome on WINDOWS (72fd7f71a5184710cd8a936fa7c68d86)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-18 20:05:147 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:155 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (92d1a6e8bbe1a8b40a844172ebc4e907)] -> xpath: //a[@class='login']]
2022-05-18 20:05:119 INFO  SignInPage :52 - Enter email: adfdfgfg to email field [[ChromeDriver: chrome on WINDOWS (92d1a6e8bbe1a8b40a844172ebc4e907)] -> xpath: //input[@id='email']]
2022-05-18 20:05:326 INFO  SignInPage :55 - Enter Password: 123456 to password field [[ChromeDriver: chrome on WINDOWS (92d1a6e8bbe1a8b40a844172ebc4e907)] -> xpath: //input[@id='passwd']]
2022-05-18 20:05:956 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (92d1a6e8bbe1a8b40a844172ebc4e907)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-18 20:05:01 INFO  SignInPage :81 - getting Error text from: [[ChromeDriver: chrome on WINDOWS (92d1a6e8bbe1a8b40a844172ebc4e907)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-18 20:05:442 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:517 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (50889e049ab46048276da39c0b8d38cb)] -> xpath: //a[@class='login']]
2022-05-18 20:05:593 INFO  SignInPage :52 - Enter email: abcd@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (50889e049ab46048276da39c0b8d38cb)] -> xpath: //input[@id='email']]
2022-05-18 20:05:726 INFO  SignInPage :55 - Enter Password: 123456 to password field [[ChromeDriver: chrome on WINDOWS (50889e049ab46048276da39c0b8d38cb)] -> xpath: //input[@id='passwd']]
2022-05-18 20:05:535 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (50889e049ab46048276da39c0b8d38cb)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-18 20:05:795 INFO  SignInPage :81 - getting Error text from: [[ChromeDriver: chrome on WINDOWS (50889e049ab46048276da39c0b8d38cb)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-18 20:05:987 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:635 INFO  HomePage :38 - Clicking on WomenHeader: [[ChromeDriver: chrome on WINDOWS (7f8c7b9ff4fc0c94b51d09a13d5fee56)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-18 20:05:799 INFO  WomenCategoryPage :56 - Clicking on Blouse: [[ChromeDriver: chrome on WINDOWS (7f8c7b9ff4fc0c94b51d09a13d5fee56)] -> xpath: //body/div[@id='page']/div[2]/div[1]/div[3]/div[2]/ul[1]/li[2]/div[1]/div[2]/h5[1]/a[1]]
2022-05-18 20:05:839 INFO  ProductPage :72 - Clearing the Quantity: [[ChromeDriver: chrome on WINDOWS (7f8c7b9ff4fc0c94b51d09a13d5fee56)] -> xpath: //input[@id='quantity_wanted']]
2022-05-18 20:05:90 INFO  ProductPage :78 - Enter Quantity: 2[[ChromeDriver: chrome on WINDOWS (7f8c7b9ff4fc0c94b51d09a13d5fee56)] -> xpath: //input[@id='quantity_wanted']]
2022-05-18 20:05:343 INFO  ProductPage :83 - Selecting Size: M from dropdown [[ChromeDriver: chrome on WINDOWS (7f8c7b9ff4fc0c94b51d09a13d5fee56)] -> xpath: //select[@id='group_1']]
2022-05-18 20:05:550 INFO  ProductPage :93 - Clicking on AddToCart: [[ChromeDriver: chrome on WINDOWS (7f8c7b9ff4fc0c94b51d09a13d5fee56)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-18 20:05:635 INFO  ProductPage :102 - getting Product Added To CartMessage from: [[ChromeDriver: chrome on WINDOWS (7f8c7b9ff4fc0c94b51d09a13d5fee56)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-18 20:05:234 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:486 INFO  HomePage :38 - Clicking on WomenHeader: [[ChromeDriver: chrome on WINDOWS (2ea0d900a34b8b27bbeaf3c2287f2d79)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-18 20:05:612 INFO  WomenCategoryPage :60 - Clicking on Printed Dress: [[ChromeDriver: chrome on WINDOWS (2ea0d900a34b8b27bbeaf3c2287f2d79)] -> xpath: //body/div[@id='page']/div[2]/div[1]/div[3]/div[2]/ul[1]/li[1]/div[1]/div[2]/h5[1]/a[1]]
2022-05-18 20:05:994 INFO  ProductPage :72 - Clearing the Quantity: [[ChromeDriver: chrome on WINDOWS (2ea0d900a34b8b27bbeaf3c2287f2d79)] -> xpath: //input[@id='quantity_wanted']]
2022-05-18 20:05:319 INFO  ProductPage :78 - Enter Quantity: 3[[ChromeDriver: chrome on WINDOWS (2ea0d900a34b8b27bbeaf3c2287f2d79)] -> xpath: //input[@id='quantity_wanted']]
2022-05-18 20:05:534 INFO  ProductPage :83 - Selecting Size: L from dropdown [[ChromeDriver: chrome on WINDOWS (2ea0d900a34b8b27bbeaf3c2287f2d79)] -> xpath: //select[@id='group_1']]
2022-05-18 20:05:781 INFO  ProductPage :93 - Clicking on AddToCart: [[ChromeDriver: chrome on WINDOWS (2ea0d900a34b8b27bbeaf3c2287f2d79)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-18 20:05:842 INFO  ProductPage :102 - getting Product Added To CartMessage from: [[ChromeDriver: chrome on WINDOWS (2ea0d900a34b8b27bbeaf3c2287f2d79)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-18 20:05:146 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:44 INFO  HomePage :38 - Clicking on WomenHeader: [[ChromeDriver: chrome on WINDOWS (728e1e6772c009b6e223f83327d2b6b4)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-18 20:05:226 INFO  WomenCategoryPage :65 - Clicking on Printed Chiffon Dress: [[ChromeDriver: chrome on WINDOWS (728e1e6772c009b6e223f83327d2b6b4)] -> xpath: //a[contains(text(),'Printed Chiffon Dress')]]
2022-05-18 20:05:394 INFO  ProductPage :72 - Clearing the Quantity: [[ChromeDriver: chrome on WINDOWS (728e1e6772c009b6e223f83327d2b6b4)] -> xpath: //input[@id='quantity_wanted']]
2022-05-18 20:05:773 INFO  ProductPage :78 - Enter Quantity: 4[[ChromeDriver: chrome on WINDOWS (728e1e6772c009b6e223f83327d2b6b4)] -> xpath: //input[@id='quantity_wanted']]
2022-05-18 20:05:874 INFO  ProductPage :83 - Selecting Size: S from dropdown [[ChromeDriver: chrome on WINDOWS (728e1e6772c009b6e223f83327d2b6b4)] -> xpath: //select[@id='group_1']]
2022-05-18 20:05:45 INFO  ProductPage :93 - Clicking on AddToCart: [[ChromeDriver: chrome on WINDOWS (728e1e6772c009b6e223f83327d2b6b4)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-18 20:05:102 INFO  ProductPage :102 - getting Product Added To CartMessage from: [[ChromeDriver: chrome on WINDOWS (728e1e6772c009b6e223f83327d2b6b4)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-18 20:05:988 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:859 INFO  HomePage :38 - Clicking on WomenHeader: [[ChromeDriver: chrome on WINDOWS (46e5a3547e0f2025417fa3061e035190)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-18 20:05:106 INFO  WomenCategoryPage :69 - Clicking on Printed Summer Dress with Price tag $28.98: [[ChromeDriver: chrome on WINDOWS (46e5a3547e0f2025417fa3061e035190)] -> xpath: //body/div[@id='page']/div[2]/div[1]/div[3]/div[2]/ul[1]/li[3]/div[1]/div[2]/h5[1]/a[1]]
2022-05-18 20:05:373 INFO  ProductPage :72 - Clearing the Quantity: [[ChromeDriver: chrome on WINDOWS (46e5a3547e0f2025417fa3061e035190)] -> xpath: //input[@id='quantity_wanted']]
2022-05-18 20:05:677 INFO  ProductPage :78 - Enter Quantity: 2[[ChromeDriver: chrome on WINDOWS (46e5a3547e0f2025417fa3061e035190)] -> xpath: //input[@id='quantity_wanted']]
2022-05-18 20:05:994 INFO  ProductPage :83 - Selecting Size: M from dropdown [[ChromeDriver: chrome on WINDOWS (46e5a3547e0f2025417fa3061e035190)] -> xpath: //select[@id='group_1']]
2022-05-18 20:05:336 INFO  ProductPage :93 - Clicking on AddToCart: [[ChromeDriver: chrome on WINDOWS (46e5a3547e0f2025417fa3061e035190)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-18 20:05:444 INFO  ProductPage :102 - getting Product Added To CartMessage from: [[ChromeDriver: chrome on WINDOWS (46e5a3547e0f2025417fa3061e035190)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-18 20:05:166 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:476 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (e946a35db39f67bcfb6dce3a4e882f5f)] -> xpath: //a[@class='login']]
2022-05-18 20:05:943 INFO  SignInPage :52 - Enter email:  to email field [[ChromeDriver: chrome on WINDOWS (e946a35db39f67bcfb6dce3a4e882f5f)] -> xpath: //input[@id='email']]
2022-05-18 20:05:66 INFO  SignInPage :55 - Enter Password: 123456 to password field [[ChromeDriver: chrome on WINDOWS (e946a35db39f67bcfb6dce3a4e882f5f)] -> xpath: //input[@id='passwd']]
2022-05-18 20:05:448 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (e946a35db39f67bcfb6dce3a4e882f5f)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-18 20:05:538 INFO  SignInPage :81 - getting Error text from: [[ChromeDriver: chrome on WINDOWS (e946a35db39f67bcfb6dce3a4e882f5f)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-18 20:05:17 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:631 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (1ab7c83a1d6ee51fd07141858c21a24a)] -> xpath: //a[@class='login']]
2022-05-18 20:05:647 INFO  SignInPage :52 - Enter email: abcd@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (1ab7c83a1d6ee51fd07141858c21a24a)] -> xpath: //input[@id='email']]
2022-05-18 20:05:481 INFO  SignInPage :55 - Enter Password:  to password field [[ChromeDriver: chrome on WINDOWS (1ab7c83a1d6ee51fd07141858c21a24a)] -> xpath: //input[@id='passwd']]
2022-05-18 20:05:842 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (1ab7c83a1d6ee51fd07141858c21a24a)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-18 20:05:72 INFO  SignInPage :81 - getting Error text from: [[ChromeDriver: chrome on WINDOWS (1ab7c83a1d6ee51fd07141858c21a24a)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-18 20:05:500 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:354 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (df134cbb7f2831d3b39f34c91d9732dc)] -> xpath: //a[@class='login']]
2022-05-18 20:05:110 INFO  SignInPage :52 - Enter email: adfdfgfg to email field [[ChromeDriver: chrome on WINDOWS (df134cbb7f2831d3b39f34c91d9732dc)] -> xpath: //input[@id='email']]
2022-05-18 20:05:194 INFO  SignInPage :55 - Enter Password: 123456 to password field [[ChromeDriver: chrome on WINDOWS (df134cbb7f2831d3b39f34c91d9732dc)] -> xpath: //input[@id='passwd']]
2022-05-18 20:05:320 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (df134cbb7f2831d3b39f34c91d9732dc)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-18 20:05:464 INFO  SignInPage :81 - getting Error text from: [[ChromeDriver: chrome on WINDOWS (df134cbb7f2831d3b39f34c91d9732dc)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-18 20:05:963 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:441 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (a46e78593b9f4901d935ed0a2bfda36e)] -> xpath: //a[@class='login']]
2022-05-18 20:05:358 INFO  SignInPage :52 - Enter email: abcd@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (a46e78593b9f4901d935ed0a2bfda36e)] -> xpath: //input[@id='email']]
2022-05-18 20:05:450 INFO  SignInPage :55 - Enter Password: 123456 to password field [[ChromeDriver: chrome on WINDOWS (a46e78593b9f4901d935ed0a2bfda36e)] -> xpath: //input[@id='passwd']]
2022-05-18 20:05:436 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (a46e78593b9f4901d935ed0a2bfda36e)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-18 20:05:654 INFO  SignInPage :81 - getting Error text from: [[ChromeDriver: chrome on WINDOWS (a46e78593b9f4901d935ed0a2bfda36e)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-18 20:05:863 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:714 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (9afd8f848c3aa730ac28c0b1ecb35163)] -> xpath: //a[@class='login']]
2022-05-18 20:05:419 INFO  SignInPage :52 - Enter email: Prime456@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (9afd8f848c3aa730ac28c0b1ecb35163)] -> xpath: //input[@id='email']]
2022-05-18 20:05:626 INFO  SignInPage :55 - Enter Password: Prime455 to password field [[ChromeDriver: chrome on WINDOWS (9afd8f848c3aa730ac28c0b1ecb35163)] -> xpath: //input[@id='passwd']]
2022-05-18 20:05:194 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (9afd8f848c3aa730ac28c0b1ecb35163)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-18 20:05:472 INFO  SignInPage :89 - getting signout from: Proxy element for: DefaultElementLocator 'By.xpath: //a[@title='Log me out']'
2022-05-18 20:05:908 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-18 20:05:58 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (d527cf403de58d0747cb3a1de0641d7f)] -> xpath: //a[@class='login']]
2022-05-18 20:05:639 INFO  SignInPage :52 - Enter email: Prime456@gail.com to email field [[ChromeDriver: chrome on WINDOWS (d527cf403de58d0747cb3a1de0641d7f)] -> xpath: //input[@id='email']]
2022-05-18 20:05:347 INFO  SignInPage :55 - Enter Password: Prime456 to password field [[ChromeDriver: chrome on WINDOWS (d527cf403de58d0747cb3a1de0641d7f)] -> xpath: //input[@id='passwd']]
2022-05-18 20:05:735 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (d527cf403de58d0747cb3a1de0641d7f)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-18 20:05:640 INFO  SignInPage :86 - Clicking on SignOutLink[[ChromeDriver: chrome on WINDOWS (d527cf403de58d0747cb3a1de0641d7f)] -> xpath: //header/div[2]/div[1]/div[1]/nav[1]/div[2]/a[1]]
2022-05-18 20:05:691 INFO  SignInPage :93 - getting signIn text from: [[ChromeDriver: chrome on WINDOWS (d527cf403de58d0747cb3a1de0641d7f)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-19 10:05:468 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:249 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (afc3b010b8c7d2d6844c33c72398a518)] -> xpath: //a[@class='login']]
